Document_ID,Topic,Text,Top_Keywords
766,9,强降雨 应对 手册 强降雨 天气 可能 导致 洪水 山体 滑坡 泥石流 次生 灾害 暴雨 防范 次生 灾害 了解,"强降雨, 灾害, 次生, 山体, 滑坡"
767,7,北京 不易 幼鸟 指南 演唱会 北京站 原定 北京 举行 北京 发布 防汛 红色 预警 主办方 演唱会 当天 上午 发出 取消 公告 引起争议 不少 粉丝 表示 遇到 极端 天气 取消 办法 粉丝 表示 主办方 提前 通知 选择 演唱会 当天 通知 部分 粉丝 已经 到达 北京 面临 取消 粉丝 表示 极端 天气 理解 能够 延期 取消 主办方 活动 当天 通知 取消 活动 行为 白鹿,"台风, 保险, 北京, 部分, 强度"
768,35,看到 北京 现在 暴雨 洪水 预警 景区 关门 不能 北京 朋友 还好 现在 这种 情况,"北京, 洪水, 预警, 发布, 蓝色"
769,-1,暴雨 洪灾 来袭 应对 中央气象台 继续 发布 暴雨 红色 预警 预计 河北 北京 天津 山西 河南 山东 大暴雨 水利部 中国气象局 联合 发布 红色 山洪 灾害 气象 预警 北京 启动 防汛 红色 响应 暂停 各类 演出 活动 暴雨 洪灾 来袭 应对 收好 这份 避险 自救 攻略 关键时刻 救命 应急 管理部,异常值
770,32,北运河 流域 可能 出现 橙色 预警 级别 洪水 北京市 水文 总站 发布 洪水 橙色 预警 预计 日至 北京市 大暴雨 大暴雨 北运河 流域 可能 出现 橙色 预警 级别 洪水 城区 河道 央视 新闻 客户端 暴雨 大暴雨 北京 市民 非必要 外出,"洪水, 预警, 橙色, 发布, 流域"
771,14,救命 被淹,"预报, 思考, 单身, 话筒, 暴雨"
772,15,山区 降水 洪水 宣泄 一苇 渡江,"水利部, 洪水, 防御, 响应, 应急"
773,19,法律常识 超话 暴雨 天气 保平安 这份 安全 指南 收好 出行 如遇 大雨 天气 才能 确保 平安 不同 出行 方式 注意 洪水 到来 自救 这份 暴雨 天气 安全 指南 收好 法律常识 超话 媒体 平安 新闻 转给 更多人,"天气, 安全, 出行, 收好, 这份"
774,-1,天津市 水务 部门 全力 应对 台风 强降雨 从市 水务局 获悉 台风 杜苏芮 影响 日至 我市 海河 流域 出现 强降雨 过程 时至 全市 平均 降雨 毫米 最大 降雨 毫米 出现 滨海新区 南港 港池 中心 城区 降雨 平均 降雨 毫米 最大 降雨 毫米 出现 河西区 汉江 流域 水文 测报 预计 三河 北运河 潮白河 蓟运河 永定河 系及 大清河 洪水 过境 确保 我市 防汛 安全 水务 部门 启动 洪涝灾害 防御 应急 响应 紧急 采取 应对 措施 全力 做好 台风 强降雨 防御 工作,异常值
775,-1,河北 夏日 暴雨 来袭 暴雨 导致 洪水 城市 内涝 农田 泽涝 滑坡 泥石流 灾害 令人 闻之色 快来 小保 学习 一下 避坑,异常值
776,6,台风 杜苏芮 残余 环流 影响 河北 北京 天津 河南 降雨 具有 极端 致灾 风险 暴雨 尽量减少 出门 不到 山区 游玩 不吃 洪水 浸泡 食物 生水 开水 桶装水 水后 伤口处 消毒 互相 提醒,"食物, 风险, 不吃, 互相, 伤口处"
777,-1,暴雨 洪灾 来袭 应对 中央气象台 继续 发布 暴雨 红色 预警 预计 河北 北京 天津 山西 河南 山东 大暴雨 水利部 中国气象局 联合 发布 红色 山洪 灾害 气象 预警 北京 启动 防汛 红色 响应 暂停 各类 演出 活动 暴雨 洪灾 来袭 应对 收好 这份 避险 自救 攻略 关键时刻 救命 应急 管理部,异常值
778,21,海河 流域 洪水 黄色 预警 发布 新华社 天津 日电 水利部 海河 水利 委员会 获悉 杜苏芮 残余 环流 继续 北上 影响 预计 海河 流域 北运河 关闸 流量 继续 上涨 达到 洪水 黄色 预警 标准 海河 水利 委员会 水文局 升级 发布 海河 流域 洪水 黄色 预警 提请 北运河 沿岸 相关 单位 社会公众 密切 关注 雨水 变化 加强 安全 防范 及时 避险 海河 流域 洪水 黄色 预警 发布,"洪水, 预警, 海河, 流域, 发布"
779,-1,暴雨 洪灾 来袭 应对 中央气象台 继续 发布 暴雨 红色 预警 预计 河北 北京 天津 山西 河南 山东 大暴雨 水利部 中国气象局 联合 发布 红色 山洪 灾害 气象 预警 北京 启动 防汛 红色 响应 暂停 各类 演出 活动 暴雨 洪灾 来袭 应对 收好 这份 避险 自救 攻略 关键时刻 救命 应急 管理部,异常值
780,21,天津 发布 海河 流域 洪水 黄色 预警 日讯 杜苏芮 残余 环流 继续 北上 影响 预计 天津市 海河 流域 北运河 关闸 流量 继续 上涨 达到 洪水 黄色 预警 标准 立方米 每秒 依据 海河 流域 洪水 预警 发布 管理 办法 天津市 海委 水文局 升级 发布 海河 流域 洪水 黄色 预警 提请 北运河 沿岸 相关 单位 社会公众 密切 关注 雨水 变化 加强 安全 防范 及时 避险,"洪水, 预警, 海河, 流域, 发布"
781,-1,津云 镜头 台风 杜苏芮 速度 水务 防汛 行动 台风 杜苏芮 影响 日至 天津 海河 流域 出现 强降雨 过程 时至 全市 平均 降雨 毫米 最大 降雨 毫米 出现 滨海新区 南港 港池 中心 城区 降雨 平均 降雨 毫米 最大 降雨 毫米 出现 河西区 汉江 流域 水文 测报 预计 三河 北运河 潮白河 蓟运河 永定河 系及 大清河 洪水 过境 确保 我市 防汛 安全 水务 部门 启动 洪涝灾害 防御 应急 响应 紧急 采取 应对 措施 全力 做好 台风 强降雨 防御 工作,异常值
782,28,警示 劝离 目前 本市 河道 正在 行洪 市民 远离 河道 确保安全 北京市 水务局 昨天 升级 发布 防洪 排涝 应急 响应 今天 发布 洪水 橙色 预警 今天上午 水务 工作人员 巡视 河道 发现 北运河 清河 周边 区域 市民 河边 垂钓 游玩 十分 危险 水务 工作人员 立即 进行 水务局 再次 提醒 广大 市民 远离 河道 山洪 沟道 积水 路段 风险 区域 减少 出行 不要 涉水 山区 游玩 如遇 积水 车辆 绕行 听从 交通部门 指挥 不要 强行通过 随时 关注 应急 气象 水务 部门 发布 预警 提示信息 确保 安全 北京 新闻广播 晨光,"毫米, 应急, 做好, 防汛, 组织"
783,-1,这水 属实 有点 洪水 涌入 价值 投资 蒲衍,异常值
784,22,北京市教委 停止 暑期 托管 体育训练 学校 入校 活动 北京市 发布 暴雨 红色 预警 信号 防汛 指挥部 启动 全市 防汛 红色 一级 预警 响应 气象 水利部门 预测 今年 台风 杜苏芮 云系 影响 预计 夜间 夜间 本市 出现 大暴雨 西部 南部 大暴雨 全力 做好 台风 杜苏芮 应对 工作 坚决 确保 广大 师生 生命财产 安全 市教委 发布 紧急通知 明确要求 单位 高度重视 立即 部署 强降雨 天气 应对 工作 坚持 人民 至上 生命 至上 树牢 底线 思维 极限 思维 锚定 不死 人少 伤人 损失 目标 时时 放心不下 责任感 最高 标准 严要求 最强 举措 全力 做好 台风 杜苏芮 暴雨 洪水 防御 各项 工作 严格 落实 安全 制度 各项 安全措施 履行 属地 管理 责任 单位 安全 主体 责任 确保 各项 安全 防范 工作 落实 到位 单位 密切 关注 预警 信息 严格执行 预警 响应 要求 预警 响应 规定 基础教育 阶段 学校 及时 停止 学校 入校 活动 包括 暑期 托管 在校 活动 体育训练 社会 实践 暂停 线下 课外 培训 室外 教学 研学 夏令营 活动 妥善安置 安全 转移 相应 滞留 人员 高等教育 学校 暂停 校内 学术交流 活动 停止 校外 实习 实践 活动 已经 在外 集体 活动 出行 出差 师生 做好 安全 提醒 做好 防范 对应 工作 妥善安置 安全 转移 相应 滞留 人员 直属单位 做好 房屋 安全 用电 安全 及防 倒灌 防范 应对 工作 单位 加强 项目 强降雨 防范 应对 工作 暂停 室外 施工 项目 单位 迅速 采取行动 提前 做好 应对 强降雨 防范措施 单位 迅速 组织 一次 建筑 房屋 安全检查 削坡 建房 在建 工地 危旧房屋 建筑设施 设备 临时 搭建 户外 标识牌 地下 空间 设施 进行 隐患 排查 防止 深基坑 塌方 堆土 滑坡 高空 坠物 雨水 倒灌 突发事件 加强 巡视 巡查 力度 及时 消除 各类 安全隐患 单位 严格 带班 值守 制度 妥善处置 突发事件 单位 加强 应急 值守 工作 坚持 领导 带班 保证 信息 畅通 及时 掌握 辖区 单位 安全 情况 加强 信息 报送 工作 发生 安全 问题 突发事件 及时 市教委 相关 部门 报告 迅速 采取 应对 措施 做到 漏报 误报 瞒报 最大 限度 减少 人员伤亡 财产损失,"安全, 工作, 单位, 预警, 做好"
785,36,一次 刚来 天津 那年 暑假 发生 现在 河滩 几乎 大面积 覆盖 地方 淹没 冲断 水势 可怕 一定 远离 河道 初心,"洪水, 流域, 预警, 蓝色, 永定河"
786,29,京报 裴剑飞 目前 北京 处在 暴雨 红色 预警 当中 河道 开启 泄洪 排水 目前 凉水河 南三环 南四环 部分 滨水 步道 漫过 水务 部门 河道 两旁 拉起 警戒线 禁止 靠近 危险 区域 通往 滨水 步道 台阶 拉起 警戒线 京报 王贵彬 现场 看到 不是 很急 凉水河 河道 水位 上涨 明显 临近 河道 滨水 步道 地势 路段 淹没 河道 树木 上涨 没过 根部 水务 部门 已经 拉起 警戒线 个别 市民 冒险 前往 水边 游玩 凉水河 部分 滨水 步道 上涨 河水 淹没 京报 王贵彬 临近 河道 树木 根部 没过 京报 王贵彬 北京市 气象台 今日 发布 最新 预报 显示 今天下午 北京 暴雨 大暴雨 目前 北京 处于 暴雨 红色 雷电 黄色 大风 蓝色 预警 今天 北京市 大暴雨 西部 南部 城区 有特 大暴雨 局地 强大 出行 注意 防风 防雨 交通安全 山区 防范 地质灾害 北京市 水务局 通报 目前 北京 多条 河道 正在 行洪 包括 北运河 清河 凉水河 提醒 市民 远离 河道 确保 安全 北京市 水文 总站 发布 洪水 橙色 预警 预计 日至 北京市 大暴雨 大暴雨 北运河 流域 可能 出现 橙色 预警 级别 洪水 城区 河道 永定河 流域 大清河 流域 可能 出现 黄色 预警 级别 洪水,"洪水, 应急, 防御, 工作, 做好"
787,22,北京市教委 紧急通知 停止 暑期 托管 体育训练 入校 活动 北京市 发布 暴雨 红色 预警 信号 防汛 指挥部 启动 全市 防汛 红色 一级 预警 响应 气象 水利部门 预测 今年 台风 杜苏芮 云系 影响 预计 夜间 夜间 本市 出现 大暴雨 西部 南部 大暴雨 全力 做好 台风 杜苏芮 应对 工作 坚决 确保 广大 师生 生命财产 安全 市教委 发布 紧急通知 明确要求 单位 高度重视 立即 部署 强降雨 天气 应对 工作 坚持 人民 至上 生命 至上 树牢 底线 思维 极限 思维 锚定 不死 人少 伤人 损失 目标 时时 放心不下 责任感 最高 标准 严要求 最强 举措 全力 做好 台风 杜苏芮 暴雨 洪水 防御 各项 工作 严格 落实 安全 制度 各项 安全措施 履行 属地 管理 责任 单位 安全 主体 责任 确保 各项 安全 防范 工作 落实 到位 单位 密切 关注 预警 信息 严格执行 预警 响应 要求 预警 响应 规定 基础教育 阶段 学校 及时 停止 学校 入校 活动 包括 暑期 托管 在校 活动 体育训练 社会 实践 暂停 线下 课外 培训 室外 教学 研学 夏令营 活动 妥善安置 安全 转移 相应 滞留 人员 高等教育 学校 暂停 校内 学术交流 活动 停止 校外 实习 实践 活动 已经 在外 集体 活动 出行 出差 师生 做好 安全 提醒 做好 防范 对应 工作 妥善安置 安全 转移 相应 滞留 人员 直属单位 做好 房屋 安全 用电 安全 及防 倒灌 防范 应对 工作 单位 加强 项目 强降雨 防范 应对 工作 暂停 室外 施工 项目 单位 迅速 采取行动 提前 做好 应对 强降雨 防范措施 单位 迅速 组织 一次 建筑 房屋 安全检查 削坡 建房 在建 工地 危旧房屋 建筑设施 设备 临时 搭建 户外 标识牌 地下 空间 设施 进行 隐患 排查 防止 深基坑 塌方 堆土 滑坡 高空 坠物 雨水 倒灌 突发事件 加强 巡视 巡查 力度 及时 消除 各类 安全隐患 单位 严格 带班 值守 制度 妥善处置 突发事件 单位 加强 应急 值守 工作 坚持 领导 带班 保证 信息 畅通 及时 掌握 辖区 单位 安全 情况 加强 信息 报送 工作 发生 安全 问题 突发事件 及时 市教委 相关 部门 报告 迅速 采取 应对 措施 做到 漏报 误报 瞒报 最大 限度 减少 人员伤亡 财产损失 首都 教育,"安全, 工作, 单位, 预警, 做好"
788,-1,应急 管理部 获悉 国家 防总 当日 针对 北京 天津 河北 山西 河南 省份 启动 防汛 二级 应急 响应 上午 应急 管理部 组织 防汛 专题 会商 调度 自然资源 水利部 中国气象局 联合会 点对点 调度 北京 天津 河北 山西 河南 重点 省份 分析 研判 强降雨 发展 态势 影响 进一步 安排 部署 重点 地区 防汛 抢险 救援 工作 会商 指出 当前 北方地区 强降雨 过程 已经 进入 关键 阶段 各地 部门 牢固 树立 大汛 大险 大灾 思想 全面落实 防汛 救灾 主体 责任 全力 应对 本轮 极端 强降雨 过程 最大 限度 减少 人员伤亡 财产损失 会商 要求 切实加强 防汛 救灾 工作 组织 领导 充分考虑 本轮 强降雨 过程 极端 不确定性 加强 部门 滚动 会商 加强 江河 洪水 防御 统一 调度 做好 滞洪区 分洪 运用 准备 落实 水库 防洪 抢险 预案 措施 针对 山洪 地质灾害 风险 城乡 内涝 重点 区域 及时 果断 转移 威胁 人员 针对 重要 部位 薄弱环节 区域 提前 部署 抢险 救援 力量 落实 抢险 物资 装备 了解 国家 防总 派出 工作组 正在 北方 重点 区域 协助 指导 防范 应对 工作 新华社,异常值
789,19,暴雨 天气 保平安 这份 安全 指南 收好 出行 如遇 大雨 天气 才能 确保 平安 不同 出行 方式 注意 洪水 到来 自救 这份 暴雨 天气 安全 指南 收好 媒体 平安 新闻 转给 更多人,"天气, 安全, 出行, 收好, 这份"
790,29,天津市 水务 部门 全力 应对 台风 强降雨 从市 水务局 获悉 台风 杜苏芮 影响 日至 全市 海河 流域 出现 强降雨 过程 时至 全市 平均 降雨 毫米 最大 降雨 毫米 出现 滨海新区 南港 港池 中心 城区 降雨 平均 降雨 毫米 最大 降雨 毫米 出现 河西区 汉江 流域 水文 测报 预计 三河 北运河 潮白河 蓟运河 永定河 系及 大清河 洪水 过境 确保 我市 防汛 安全 水务 部门 启动 洪涝灾害 防御 应急 响应 紧急 采取 应对 措施 全力 做好 台风 强降雨 防御 工作 津云,"洪水, 应急, 防御, 工作, 做好"
791,22,北京市教委 紧急通知 刚刚 微信 公众 首都 教育 消息 北京市教委 发布 紧急通知 明确要求 单位 高度重视 立即 部署 强降雨 天气 应对 工作 坚持 人民 至上 生命 至上 树牢 底线 思维 极限 思维 锚定 不死 人少 伤人 损失 目标 时时 放心不下 责任感 最高 标准 严要求 最强 举措 全力 做好 台风 杜苏芮 暴雨 洪水 防御 各项 工作 严格 落实 安全 制度 各项 安全措施 履行 属地 管理 责任 单位 安全 主体 责任 确保 各项 安全 防范 工作 落实 到位 单位 密切 关注 预警 信息 严格执行 预警 响应 要求 预警 响应 规定 基础教育 阶段 学校 及时 停止 学校 入校 活动 包括 暑期 托管 在校 活动 体育训练 社会 实践 暂停 线下 课外 培训 室外 教学 研学 夏令营 活动 妥善安置 安全 转移 相应 滞留 人员 高等教育 学校 暂停 校内 学术交流 活动 停止 校外 实习 实践 活动 已经 在外 集体 活动 出行 出差 师生 做好 安全 提醒 做好 防范 对应 工作 妥善安置 安全 转移 相应 滞留 人员 直属单位 做好 房屋 安全 用电 安全 及防 倒灌 防范 应对 工作 单位 加强 项目 强降雨 防范 应对 工作 暂停 室外 施工 项目 单位 迅速 采取行动 提前 做好 应对 强降雨 防范措施 单位 迅速 组织 一次 建筑 房屋 安全检查 削坡 建房 在建 工地 危旧房屋 建筑设施 设备 临时 搭建 户外 标识牌 地下 空间 设施 进行 隐患 排查 防止 深基坑 塌方 堆土 滑坡 高空 坠物 雨水 倒灌 突发事件 加强 巡视 巡查 力度 及时 消除 各类 安全隐患 单位 严格 带班 值守 制度 妥善处置 突发事件 单位 加强 应急 值守 工作 坚持 领导 带班 保证 信息 畅通 及时 掌握 辖区 单位 安全 情况 加强 信息 报送 工作 发生 安全 问题 突发事件 及时 市教委 相关 部门 报告 迅速 采取 应对 措施 做到 漏报 误报 瞒报 最大 限度 减少 人员伤亡 财产损失 北京 新闻广播 吴思,"安全, 工作, 单位, 预警, 做好"
792,8,预警 齐发 天津 进入 核心 降雨 时段 中央气象台 继续 发布 暴雨 红色 预警 强对流 天气 黄色 预警 今天 北京 天津 河北 山东 河南 山西 极端 强降雨 来袭 此次 降雨 过程 持续时间 影响 范围广 累计 雨量 明天 降雨 核心 时段 部分 地区 大暴雨 局地 大暴雨 中央气象台 继续 发布 暴雨 红色 预警 预计 时至 河北 北京 天津 山西 中东部 河南 北部 山东 中西部 大到暴雨 河北 中南部 北京 中南部 天津 西部 山西 东部 部分 地区 大暴雨 河北 中部 山地区 北京 西南部 部分 地区 大暴雨 毫米 安徽 中部 湖北 东部 南部 湖南 北部 贵州 北部 云南 西南部 吉林 北部 部分 地区 大雨 暴雨 上述 部分 地区 伴有 短时 强降水 最大 小时 降雨量 毫米 局地 超过 毫米 局地 雷暴 大风 强对流 天气 防御 指南 政府 相关 部门 职责 做好 暴雨 应急 抢险 工作 停止 集会 停课 停业 特殊 行业 做好 山洪 滑坡 泥石流 灾害 防御 抢险 工作 京津 冀鲁豫 极端 强降雨 降雨 核心 时段 到来 台风 杜苏芮 昨天上午 安徽 安庆市 宿松县 境内 减弱 热带 低压 中央气象台 停止 编号 环流 仍然 福建 安徽 河南 河北 地带 风雨 实况 监测 显示 北京 南部 天津 南部 河北 中南部 河南 中北部 山西 东南部 山东 西部 辽宁 东部 安徽 西南部 湖北 南部 浙江 沿海 福建 西北部 沿海 广东 中部 沿海 部分 地区 出现 暴雨 大暴雨 河北 石家庄 邢台 邯郸 河南 新乡 局地 大暴雨 毫米 河北 邢台 山西 晋城 局地 降水量 毫米 杜苏芮 残余 环流 继续 北上 影响 今天 华北 黄淮 极端 强降雨 过程 具有 持续时间 影响 范围广 累计 雨量 特点 明天 主要 降雨 时段 中央气象台 预计 今天 河北 北京 天津 山西 中东部 河南 北部 山东 中西部 大到暴雨 河北 中南部 北京 中南部 天津 西部 山西 东部 部分 地区 大暴雨 河北 中部 山地区 北京 西南部 部分 地区 大暴雨 毫米 安徽 中部 湖北 东部 南部 湖南 北部 贵州 北部 云南 西南部 吉林 北部 部分 地区 大雨 暴雨 明天 内蒙古 中部 偏南 地区 河北 大部 北京 天津 河南 北部 中部 湖北 南部 湖南 北部 四川盆地 南部 部分 地区 大到暴雨 河北 中部 北京 西南部 局地 大暴雨 毫米 后天 内蒙古 中部 吉林 中部 贵州 西部 广西 西部 云南 浙江 东部 部分 地区 中到大雨 局地 暴雨 毫米 气象部门 提醒 此次 过程 强降雨 范围广 累计 雨量 极端 性强 北京 天津 河北 河南 山东 山西 公众 需注意 关注 雨情 汛情 变化 做好 相关 防御 措施 进入 核心 降雨 时段 天津 昨天 时到 今天 全市 降雨 平均 降雨量 毫米 最大 降雨量 毫米 出现 滨海新区 南港 港池 最大 小时 降雨量 毫米 出现 海区 台头 中心 城区 降雨 平均 降雨量 毫米 最大 降雨量 毫米 出现 河西区 恒山 次大 降雨量 毫米 出现 河西区 汉江 预计 今天上午 时到 蓟州 区静 海区 西青区 滨海新区 南部 津南区 降雨量 毫米 局地 毫米 中心 城区 它区 毫米 局地 毫米 中央气象台 继续 发布 强对流 天气 黄色 预警 预计 时至 黑龙江 东南部 吉林 中部 河北 中南部 东北部 北京 南部 天津 山东 中部 西南部 河南 南部 东北部 安徽 西部 东北部 江苏 中北部 湖北 东部 江西 北部 浙江 西部 部分 地区 局地 以上 雷暴 大风 冰雹 天气 黑龙江 东南部 吉林 中东部 陕西 中南部 山西 河北 北京 天津 山东 中西部 河南 北部 南部 安徽 江苏 北部 南部 湖北 湖南 中北部 江西 中北部 浙江 东部 沿海 福建 东南部 西北部 四川 南部 贵州 东北部 西南部 云南 广西 南部 东部 广东 中南部 海南岛 台湾岛 中部 部分 地区 短时 强降水 天气 小时 雨量 毫米 局地 可达 毫米 以上 防御 指南 政府 相关 部门 职责 做好 短时 暴雨 防雷 大风 应急 防御 工作 气象部门 做好 人工 防雹 作业 准备 择机 进行 作业 驾驶员 积水 路段 减速慢行 确认 安全 交管部门 应当 路况 强降雨 路段 积水 路段 采取 交通管制 措施 交通 引导 户外 人员 减少 暂停 空旷 地方 户外 作业 选择 进入 抗风 能力 较强 具有 防雷 措施 建筑 关闭 门窗 远离 危险 电源 机场 铁路 高速公路 水上 交通 单位 采取 限飞 限速 暂时 关闭 措施 保障 人员 交通安全 相关 水域 水上 作业 过往 船舶 回港 规避 加固 港口 设施 检查 城市 农田 鱼塘 排水系统 做好 必要 排涝 措施 山洪 滑坡 泥石流 灾害 防御 准备 水利部 发布 海河 流域 洪水 黄色 预警 杜苏芮 残余 环流 继续 北上 影响 预计 天津市 海河 流域 北运河 关闸 流量 继续 上涨 达到 洪水 黄色 预警 标准 立方米 每秒 依据 海河 流域 洪水 预警 发布 管理 办法 水利部 海河 水利 委员会 升级 发布 海河 流域 洪水 黄色 预警 提请 北运河 沿岸 相关 单位 社会公众 密切 关注 雨水 变化 加强 安全 防范 及时 避险 因素 共同 导致 京津冀 超长 列车 效应 降雨 中央气象台 首席 预报员 方翀 介绍 此次 降水 过程 具有 持续时间 影响 范围 累计 雨量 特点 伴随 一定 极端 性和致 灾性 京津冀 地区 这次 过程 属于 长时间 固定 天气 系统 影响 如人 一节 列车 面前 接连不断 感受 一节 节车厢 带来 巨大 声音 冲力 影响 效果 叠加 导致 灾害 效应 加剧 称作 列车 效应 式微 台风 这种 威力 方翀 介绍 台风 杜苏芮 残余 环流 夜间 进入 河南 位于 京津冀 地区 西南部 此时 京津冀 东部 海上 副热带 高压 盘踞 西伸 西部 存在 高压脊 逐渐 东移 日晚 京津冀 东西部 两个 高压 打通 华北 北部 形成 高压 拦截 杜苏芮 北上 脚步 杜苏芮 华北 黄淮 一带 停留时间 增长 导致 过程 持续时间 累计 雨量 杜苏芮 本身 携带 大量 水汽 补给 充足 东侧 存在 副热带 高压 二者之间 气压 梯度 很强 京津冀 地区 东风 东南风 显著 增强 水汽 一路 畅通无阻 向北 输送 位于 西太平洋 台风 卡努 已成 气候 较强 东南风 远距离 附近 水汽 源源不断 输送到 华北平原 两条 水汽 通道 带来 不同寻常 水汽 条件 此次 降水 过程 降水量 极大 京津冀 西边 太行山 携带 水系 东风 东南风 正向 相交 北边 燕山山脉 水汽 通道 存在 交角 水汽 地形 阻挡 抬升 集中 山前 形成 极端 强降水 进程 受阻 水汽 充沛 地形 加持 造成 此次 京津冀 地区 极端 降水 综合 中央气象台 中国 天气 央视 新闻 客户端 中国 新闻网 津云 新闻记者 吴涛 乃文,"河北, 北京, 毫米, 地区, 北部"
793,6,台风 杜苏芮 残余 环流 影响 河北 北京 天津 河南 降雨 具有 极端 致灾 风险 暴雨 尽量减少 出门 不到 山区 游玩 不吃 洪水 浸泡 食物 生水 开水 桶装水 水后 伤口处 消毒 互相 提醒,"食物, 风险, 不吃, 互相, 伤口处"
794,0,注意 防范 关注 河北 中南部 北京 中南部 天津 西部 山西 东部 部分 地区 大暴雨 河北 中部 山地区 北京 西南部 部分 地区 大暴雨 关注 强降雨 进程 千万 注意 防范,"大暴雨, 出现, 暴雨, 西部, 山区"
795,35,北京 洪水 橙色 预警,"北京, 洪水, 预警, 发布, 蓝色"
796,29,天津市 水务 部门 全力 应对 台风 强降雨 从市 水务局 获悉 台风 杜苏芮 影响 日至 我市 海河 流域 出现 强降雨 过程 时至 全市 平均 降雨 毫米 最大 降雨 毫米 出现 滨海新区 南港 港池 中心 城区 降雨 平均 降雨 毫米 最大 降雨 毫米 出现 河西区 汉江 流域 水文 测报 预计 三河 北运河 潮白河 蓟运河 永定河 系及 大清河 洪水 过境 确保 我市 防汛 安全 水务 部门 启动 洪涝灾害 防御 应急 响应 紧急 采取 应对 措施 全力 做好 台风 强降雨 防御 工作 持续 拉低 河道 水位 永定 新河 蓟运河 独流 减河 重点 行洪 河道 二级 河道 提前 预泄 水量 中心 城区 河道 利用 河口 外排 泵站 开车 排水 目前 全市 预泄 水量 亿立方米 一级 行洪 河道 低于 汛限 水位 中心 城区 排水 河道 降低 北部 于桥 杨庄 水库 水位 低于 汛限 水位 后续 强降雨 河道 行洪 预留 调蓄 空间 加密 雨水 监测 会商 加强 水利部 信息中心 海委及 北京 河北 上游 省市 沟通 联系 及时 会商 气象 雨水 调度 措施 统筹 调度 海河 流域 重点 防洪工程 设施 精准 制定 流域 内拦 分蓄 滞排 洪水 调度 方案 结合 后续 雨水 随时 调整 保障 流域 行洪 秩序 做好 防汛 物资 队伍 准备 水文 应急 测报 队伍 随时 做好 行洪 应急 加测 准备 防汛 排水 抢险 队伍 抢险 专家 做好 应急 抢险 准备 防汛 物资 管理 部门 积极 各区 水务局 对接 调拨 彩条 布排体 价值 万元 防汛 物资 支援 各区 抢险 加密 堤防 巡查 防守 河系 巡查 人员 全部 上岗 到位 加密 河道 堤防 闸涵 泵站 水库 大坝 海堤 口门 穿堤 建筑物 工程 巡检 频次 险工 险段 堤防 薄弱 搭设 铺设 排体 确保 河道 堤防 安全 目前 中心 城区 产生 积水 行洪 河道 水库 水势 平稳 尚未 较大 洪峰 入境 水务 部门 派出 防汛 专家 工作组 技术骨干 各区 防汛 工作 进行 指导 密切 关注 我市 海河 流域 雨水 持续 坚守岗位 做好 后续 强降雨 防御 工作,"洪水, 应急, 防御, 工作, 做好"
797,22,李国英 京津冀 检查 北运河 流域 防汛 准备 工作 国家 防总 总指挥 水利部 部长 李国英 北京市 河北省 天津市 检查 北运河 流域 洪水 防御 准备 工作 强调 坚决 贯彻落实 习近平 总书记 防汛 救灾 工作 重要 指示精神 进一步 树牢 底线 思维 极限 思维 以防 大汛 抗大 险迎 大考 状态 充分 做好 各项 准备 工作 坚决 守住 防汛 安全 底线 确保 人民 群众 生命财产 安全 确保 首都 防洪 绝对 安全 李国英 京津冀 检查 北运河 流域 防汛 准备 工作,"安全, 工作, 单位, 预警, 做好"
